Gene,HLA 49:36,HLA 81:95,HLA 34:45,HLA 92:44,HLA 70:22,HLA 84:40,HLA 91:85,HLA 47:96,HLA 56:71,HLA 85:65,HLA 58:16,HLA 49:92,HLA 16:79,HLA 60:88,HLA 14:97,HLA 24:67,HLA 85:10,HLA 48:15,HLA 32:42,HLA 29:23,HLA 14:63,HLA 42:82,HLA 59:82,HLA 49:79,HLA 47:76,HLA 33:45,HLA 11:91,HLA 42:37,HLA 61:81,HLA 34:64,HLA 73:75,HLA 15:92,HLA 66:30,HLA 28:82,HLA 33:63,HLA 39:23,HLA 92:79,HLA 83:24,HLA 10:68,HLA 99:13,HLA 40:96,HLA 16:86,HLA 29:26,HLA 45:47,HLA 61:42,HLA 65:75,HLA 97:48,HLA 79:98,HLA 99:99,HLA 47:82,HLA 34:39,HLA 68:84,HLA 50:80,HLA 59:97,HLA 46:38,HLA 66:40,HLA 40:80,HLA 74:47,HLA 10:56,HLA 61:93,HLA 57:10,HLA 82:90,HLA 13:70,HLA 75:79,HLA 54:91,HLA 72:80,HLA 76:69,HLA 57:26,HLA 74:99,HLA 55:40,HLA 36:82,HLA 12:49,HLA 94:80,HLA 32:66,HLA 74:33,HLA 77:11,HLA 49:67,HLA 40:46,HLA 57:43,HLA 57:56,HLA 64:15,HLA 93:54,HLA 69:14,HLA 80:82,HLA 89:41,HLA 21:78,HLA 32:10,HLA 13:48,HLA 16:80,HLA 38:61
AIM1L,19,48,30,77,71,93,50,25,93,61,60,32,21,43,74,78,17,58,7,18,53,45,38,4,18,5,32,38,86,60,71,24,1,12,5,38,52,73,63,45,52,55,69,82,48,70,81,94,46,61,93,42,62,50,10,46,73,30,41,13,21,13,93,70,68,48,73,66,17,52,16,17,4,37,37,27,60,30,23,7,25,7,50,17,7,91,98,61,41,84
AIM2,74,99,37,60,10,12,75,5,43,37,69,65,88,71,96,30,6,76,55,92,93,64,41,27,1,44,25,67,96,50,18,38,97,6,64,13,19,81,88,67,18,24,89,29,31,94,28,46,86,80,72,36,74,23,68,79,78,18,57,58,23,56,64,4,44,74,32,82,29,19,76,79,13,53,60,28,34,34,89,51,8,19,11,60,46,34,71,8,68,5
AIRE,28,35,99,91,2,53,80,60,23,55,3,38,88,81,74,73,96,53,31,69,93,61,54,60,58,86,77,88,8,3,46,20,65,81,53,32,65,7,63,90,70,65,8,18,57,79,2,37,14,34,57,78,14,91,40,85,66,15,82,39,81,78,76,70,39,28,60,79,7,98,12,30,9,32,8,11,8,42,19,85,28,73,68,54,19,98,68,56,95,27
AKAP4,68,65,56,94,54,86,92,35,6,38,80,18,54,32,24,60,83,92,7,80,44,18,30,95,90,55,82,96,22,25,86,30,88,43,41,4,90,8,62,10,88,51,10,1,84,42,83,62,67,28,45,2,24,24,23,59,60,83,21,60,87,83,30,24,25,3,30,8,67,69,18,30,30,59,82,49,92,27,43,1,80,90,30,23,55,9,88,64,49,1
AKNAD1,87,88,89,63,55,98,35,6,39,1,31,85,48,12,39,64,24,72,99,12,50,32,68,47,83,64,17,68,72,40,76,24,35,26,11,65,57,13,20,14,17,90,22,70,46,13,32,90,89,96,55,44,92,64,50,94,64,28,3,45,66,25,85,22,56,94,41,97,77,47,9,40,60,67,18,95,1,85,23,64,17,75,11,14,32,42,48,68,9,97
AKR1B15,72,83,81,34,68,77,68,80,81,2,97,16,22,81,30,92,28,68,42,99,52,37,14,11,44,76,9,56,8,11,31,19,27,36,96,35,17,32,70,36,47,63,26,52,56,75,87,90,31,88,64,2,52,13,6,46,63,53,74,14,83,34,88,48,5,64,27,39,11,96,8,78,1,48,28,56,21,47,5,63,59,24,4,92,11,79,19,42,35,13
ALDH1L2,66,58,42,67,1,88,46,83,21,37,50,46,7,20,78,30,87,61,36,59,70,87,58,47,15,77,98,92,76,94,93,6,30,86,58,67,85,66,33,31,28,26,18,12,42,23,71,70,82,55,92,28,77,40,48,4,84,6,78,18,43,90,66,73,42,1,83,55,59,55,6,63,17,8,71,38,36,10,75,6,93,45,38,98,80,49,13,88,75,87
ALDH3B2,89,32,31,56,33,38,48,90,78,74,3,27,23,2,52,6,6,16,32,87,9,85,80,79,6,16,24,66,94,66,90,37,58,60,66,93,9,74,43,21,71,80,48,59,57,6,18,80,97,27,29,13,8,77,30,62,34,15,9,95,90,97,85,25,39,25,82,87,4,18,38,5,66,50,76,95,74,13,8,81,25,92,28,55,26,43,33,21,97,95
ALG10,86,28,91,87,43,54,30,35,94,43,84,27,7,58,71,55,18,2,5,67,77,40,99,82,67,46,54,8,63,91,96,14,76,73,67,8,75,58,89,81,7,34,97,93,44,10,65,70,57,64,77,79,30,24,18,20,10,37,57,18,79,96,39,84,25,74,71,22,23,96,95,85,53,33,35,94,31,81,48,61,63,94,16,61,46,53,56,21,56,51
ALG11,36,88,57,56,19,91,11,26,49,51,22,63,6,22,26,16,28,90,20,78,76,16,82,23,37,37,7,34,48,18,27,39,64,23,48,6,47,45,2,11,85,93,10,27,72,85,51,20,43,9,35,53,27,39,14,19,17,12,75,13,51,35,73,43,81,57,9,6,1,21,4,18,84,9,45,96,20,97,79,96,76,76,68,28,32,19,64,77,73,28
ALG1L,71,84,92,33,71,97,11,53,26,39,22,54,64,50,55,80,43,18,23,73,37,44,68,3,64,33,54,44,40,29,21,87,44,51,86,96,13,72,72,90,98,78,72,88,72,72,1,23,83,74,33,52,50,14,69,53,24,40,90,4,61,89,39,38,58,44,57,37,68,61,5,83,74,23,35,82,79,73,34,31,51,42,5,86,13,14,29,90,38,54
ALG1L2,35,78,87,77,68,61,67,45,30,60,23,58,76,91,83,49,17,33,20,74,15,85,34,84,1,28,87,35,7,36,35,69,49,87,73,71,4,30,50,48,17,55,57,17,65,50,32,77,86,89,89,86,82,28,5,76,90,60,99,31,57,48,8,40,29,88,52,69,93,48,86,97,69,79,47,79,70,94,28,22,9,61,26,52,56,60,25,86,89,87
ALK,18,21,79,38,21,37,92,61,28,76,52,53,78,70,90,16,95,96,47,68,19,45,74,93,71,75,27,61,38,98,11,67,36,10,54,90,47,85,96,13,73,40,40,70,20,72,82,76,86,67,41,50,49,36,33,48,59,89,9,87,4,99,80,50,77,80,72,90,78,82,73,19,23,33,80,46,77,11,84,55,74,23,24,88,71,50,50,76,95,28
ALKBH6,88,28,20,32,75,1,73,14,85,46,82,68,73,86,51,76,87,60,57,97,98,61,18,5,23,18,38,47,93,23,95,13,31,34,76,6,10,7,50,98,48,15,91,66,4,5,40,68,59,5,58,40,30,55,83,13,30,92,55,90,3,54,48,91,73,6,38,41,51,25,75,5,2,34,2,10,83,3,88,59,28,95,66,69,53,7,18,89,52,10
ALOX12,70,49,19,43,39,98,92,92,75,97,93,84,42,51,48,94,1,98,38,62,13,2,72,14,84,28,63,20,59,81,61,5,41,43,21,90,12,32,85,24,21,69,41,78,9,10,25,35,89,85,66,91,89,49,13,65,40,43,77,58,94,30,36,50,36,34,7,54,57,63,99,4,4,31,94,8,33,2,47,6,87,18,25,15,84,36,51,12,17,99
ALOX12B,93,28,58,69,65,91,91,31,36,91,93,56,9,12,77,32,96,25,4,85,87,67,60,36,25,7,85,40,96,56,99,12,81,15,21,7,47,45,86,98,95,18,40,22,52,97,25,92,41,72,17,68,74,15,54,35,48,86,34,73,59,29,38,75,36,61,13,67,61,88,5,79,38,74,33,47,62,2,49,38,58,62,78,44,87,3,71,15,73,31
ALOX12P2,26,10,71,50,86,11,67,80,65,88,48,98,28,34,48,62,62,98,19,81,53,42,78,7,99,32,54,5,90,63,5,92,41,52,24,52,4,10,82,24,4,40,51,57,59,61,17,83,27,67,40,37,77,71,77,61,86,27,5,18,62,63,40,91,47,28,94,62,76,21,47,73,67,21,54,2,60,30,30,32,61,20,58,75,41,80,36,95,51,85
ALOXE3,14,61,44,22,80,89,27,53,9,23,79,73,22,32,53,30,99,32,27,77,95,93,71,81,45,12,50,53,98,29,3,29,95,21,84,27,16,2,35,78,24,59,4,33,74,91,10,94,92,44,62,16,37,73,30,14,86,86,20,55,53,33,40,75,32,44,56,47,76,77,33,81,9,26,83,6,2,72,15,52,61,23,93,4,7,84,88,76,75,59
ALPP,52,36,48,7,52,50,71,56,35,63,40,58,73,59,58,61,87,78,90,48,11,14,76,19,28,98,48,8,20,20,89,23,93,25,74,47,70,10,36,11,67,16,53,69,96,33,16,99,72,47,60,91,13,89,32,1,25,76,47,35,88,79,18,12,51,92,8,87,86,1,6,30,34,20,25,43,97,90,88,96,71,28,4,1,46,29,37,9,49,63
ALPPL2,38,25,15,73,51,80,21,20,23,43,20,48,67,68,2,18,29,46,76,94,70,64,1,81,31,97,62,21,40,70,54,30,17,4,56,14,80,49,69,23,96,4,98,10,96,30,35,1,19,21,79,19,40,61,4,16,25,8,59,21,84,7,39,10,12,42,57,47,30,33,75,11,30,82,85,61,93,24,26,51,31,85,27,50,24,52,61,90,69,21
ALS2CR11,87,37,1,75,83,20,9,70,54,35,79,28,20,61,46,28,20,30,24,58,1,88,30,55,93,91,64,29,3,70,14,13,93,65,25,79,11,25,73,2,34,4,30,88,1,7,17,37,78,65,33,33,35,22,22,53,31,21,61,5,23,48,95,37,94,62,69,71,59,15,25,61,23,57,90,36,86,14,18,89,52,32,1,54,59,62,30,22,66,67
ALX3,54,18,25,48,27,36,18,12,79,64,65,61,26,47,13,57,61,28,75,75,34,68,22,95,26,64,89,14,56,21,34,56,52,48,16,80,12,3,1,94,69,67,41,32,23,40,67,68,31,71,76,1,7,91,13,50,26,62,16,29,81,83,34,24,46,12,68,74,83,13,85,60,1,34,25,83,6,87,83,37,36,40,60,2,64,57,34,97,48,92
ALX4,42,78,43,99,88,79,36,70,14,56,45,26,95,97,14,2,33,57,81,32,34,64,6,3,58,95,76,9,90,85,97,87,39,26,69,60,20,80,61,63,2,61,87,74,64,86,88,91,15,21,87,12,85,13,65,64,64,36,9,23,93,40,12,19,68,81,84,7,97,65,87,84,45,23,63,16,1,39,53,73,12,20,81,54,16,15,64,45,21,53
AMAC1,85,8,88,96,16,34,85,38,17,67,19,18,16,75,63,25,95,15,13,39,75,50,2,78,34,10,93,20,13,48,52,75,4,12,37,94,90,75,64,82,83,55,25,46,92,42,47,4,41,89,71,80,26,79,88,98,65,79,19,39,97,8,11,54,72,88,58,6,48,66,21,97,29,80,77,47,42,38,67,38,82,94,36,65,12,48,22,50,95,51
AMAC1L2,88,31,80,56,14,1,87,74,55,82,77,70,71,60,69,17,83,22,5,30,64,30,99,69,65,80,46,65,69,48,58,22,14,19,1,62,81,61,50,23,50,16,73,77,47,99,35,43,76,69,97,10,1,41,4,86,1,67,29,32,55,89,15,71,91,68,48,85,41,30,70,69,41,60,51,90,15,32,90,13,58,30,54,94,8,94,3,94,49,51
AMAC1L3,74,33,43,9,18,54,64,60,49,32,59,2,4,5,72,82,72,25,20,62,83,72,39,80,7,26,98,29,49,76,90,91,40,72,50,55,41,47,77,94,18,30,63,66,75,25,56,51,79,92,88,29,91,4,31,62,10,54,81,11,6,93,66,65,75,87,52,27,91,63,2,56,68,63,27,39,33,36,44,11,73,34,58,11,8,29,15,67,84,71
AMBN,93,80,99,1,67,20,76,79,79,97,45,96,30,56,13,64,89,14,88,39,53,84,16,79,66,94,69,12,24,39,40,33,75,94,35,91,27,47,2,30,10,85,34,70,40,90,79,73,63,85,33,74,26,74,36,65,33,16,97,98,88,87,50,32,49,89,56,14,60,63,52,38,25,79,45,44,15,9,55,18,4,58,45,64,2,19,12,41,46,18
AMELX,8,88,41,26,6,97,2,86,98,24,26,70,82,36,69,3,90,54,98,3,30,49,33,62,80,4,9,30,32,62,53,27,12,16,26,70,37,11,72,84,78,16,75,37,53,43,1,27,43,64,68,64,85,56,96,89,61,25,70,7,84,59,42,12,19,15,26,38,99,64,99,74,44,58,65,23,57,12,57,15,44,35,25,40,6,20,39,4,60,47
AMH,39,74,76,65,63,65,69,82,14,6,33,44,7,4,68,1,4,30,18,95,4,83,88,2,89,79,88,11,72,1,20,72,60,51,16,87,26,30,36,35,88,36,6,44,81,89,24,73,48,67,1,37,51,79,8,50,52,28,54,73,92,6,17,47,19,38,94,68,87,75,83,33,84,64,79,72,47,83,90,11,51,90,95,79,61,69,81,9,75,21
AMIGO3,60,24,35,31,96,2,20,28,5,40,64,31,36,15,35,94,45,15,99,34,2,69,65,68,96,47,83,78,31,33,97,8,12,95,29,36,56,22,3,48,96,89,12,48,76,20,52,66,49,29,44,50,91,39,65,3,19,67,44,12,23,72,59,96,72,32,18,1,8,39,77,73,50,26,15,43,76,43,81,50,62,52,70,60,72,57,52,2,4,11
AMTN,44,77,51,53,20,38,60,59,59,65,52,28,77,29,98,74,57,37,63,78,51,50,24,2,37,3,27,47,64,57,49,67,76,11,38,15,13,17,81,46,55,89,48,11,94,26,79,66,69,39,74,32,95,96,36,59,95,42,17,35,51,69,58,1,77,85,99,40,12,39,56,15,84,32,37,44,44,16,53,10,56,33,83,74,38,3,89,99,19,81
AMZ1,92,82,78,19,8,99,95,25,21,18,70,54,88,24,86,26,18,25,35,66,64,83,46,91,64,76,13,96,75,20,98,7,39,63,89,24,79,87,57,54,94,15,13,53,19,75,54,75,72,75,45,82,42,76,22,19,98,72,87,70,42,73,56,86,81,9,53,36,45,67,27,79,34,94,41,18,24,37,97,27,19,44,42,70,87,93,6,55,90,96
ANKK1,22,15,74,57,39,49,9,27,87,20,25,50,87,31,82,12,32,34,31,96,44,93,35,71,3,65,91,15,65,47,43,33,92,13,53,90,29,73,1,69,44,3,22,92,70,99,50,31,50,9,78,99,59,46,12,86,83,24,33,75,3,20,95,56,25,75,87,77,33,63,34,6,51,33,4,41,61,33,91,59,24,26,88,17,52,86,99,94,65,22
ANKLE1,66,36,37,52,8,68,47,25,53,15,9,8,2,66,66,45,2,71,49,13,29,70,31,76,51,97,36,53,42,33,57,93,37,42,91,7,34,94,91,58,62,11,56,2,60,21,30,12,90,69,13,75,60,39,16,25,29,65,99,56,41,27,19,36,40,12,39,19,40,3,96,51,95,81,49,87,74,74,74,52,69,67,72,1,73,13,74,43,33,23
ANKRD13B,75,35,66,25,71,60,96,41,47,55,76,88,82,80,82,76,99,39,38,86,61,73,86,18,19,65,64,28,48,56,96,30,10,79,26,24,73,96,98,88,49,13,27,5,64,44,85,47,79,47,63,36,78,22,42,98,55,87,98,53,58,18,15,39,81,86,77,83,8,19,55,1,43,15,18,17,64,50,87,30,63,55,42,56,27,7,16,11,89,13
ANKRD16,35,5,7,72,8,40,79,34,63,14,44,64,40,89,78,55,36,44,38,60,91,63,45,79,50,47,5,53,84,29,47,14,59,36,70,37,27,54,72,48,3,51,62,71,30,89,14,20,72,84,69,51,30,26,79,54,68,36,79,92,99,82,66,25,5,79,58,49,80,17,63,73,71,3,23,9,11,56,21,54,35,52,6,50,2,78,64,9,40,71
ANKRD19,44,97,42,95,40,65,46,1,21,2,63,66,42,96,26,2,15,29,46,40,18,37,1,92,54,59,16,62,45,10,7,17,24,2,95,77,52,95,73,39,80,47,67,55,35,13,97,48,21,51,18,10,10,72,98,34,45,30,35,29,16,95,33,83,16,79,92,81,27,8,23,59,25,54,69,30,47,19,41,63,14,27,57,84,12,75,70,6,20,65
ANKRD23,1,62,96,89,28,36,8,86,2,59,68,18,16,8,34,36,32,36,13,13,43,35,74,82,84,64,31,74,44,17,31,19,97,29,11,28,9,92,4,95,3,4,18,79,9,3,55,1,39,47,4,10,97,10,57,32,46,77,62,92,66,47,47,29,23,18,96,72,18,28,31,71,30,36,62,45,38,58,86,20,1,97,15,38,23,33,17,65,99,69
ANKRD26P1,65,85,72,65,81,76,15,46,97,49,24,70,84,43,82,51,64,92,23,24,43,41,56,39,57,50,35,89,43,39,73,88,40,4,51,4,34,32,66,78,13,21,73,51,90,45,5,37,68,62,67,85,54,84,18,15,53,19,75,81,94,54,61,18,50,77,46,13,34,64,50,62,23,23,34,9,71,16,38,4,13,39,52,5,37,89,62,48,32,93
ANKRD32,42,18,96,37,34,8,91,20,83,2,94,69,95,35,21,62,57,98,8,51,2,43,97,40,78,96,18,9,95,18,36,83,84,34,31,51,73,78,79,52,59,29,61,20,45,11,43,21,4,19,79,56,20,87,82,32,25,79,85,26,50,56,28,57,79,77,57,49,7,60,47,88,18,34,73,1,27,46,67,5,17,52,91,81,92,54,95,73,9,36
ANKRD33,37,79,48,5,64,94,61,34,77,23,62,7,46,21,8,15,53,99,90,80,53,14,21,82,68,70,56,15,36,76,44,63,63,40,97,50,91,83,38,84,98,3,46,7,32,65,68,52,17,57,52,4,83,81,74,1,86,24,77,5,98,93,52,20,14,45,77,55,73,90,38,85,71,28,40,93,82,47,85,24,36,97,31,13,44,25,88,56,75,65
ANKRD34A,13,22,39,88,57,54,90,9,67,49,70,50,60,82,30,52,30,64,12,83,43,75,80,19,50,45,17,58,51,47,6,1,69,73,57,87,47,80,16,14,46,66,81,73,92,88,30,18,97,13,15,27,36,48,52,79,82,72,67,46,69,11,66,75,48,11,93,78,52,88,55,37,87,76,92,45,30,96,38,35,13,5,41,7,55,52,67,39,31,49
ANKRD34B,48,38,9,51,1,25,15,10,41,88,29,16,33,39,41,58,37,76,51,40,67,61,84,11,16,3,45,97,11,84,39,44,14,74,58,79,34,8,53,75,86,3,95,54,54,95,21,61,2,63,91,20,34,22,79,35,67,83,55,87,9,64,12,5,19,63,42,85,11,41,14,4,23,1,4,72,43,58,32,76,9,95,79,1,54,71,52,25,81,9
ANKRD5,33,5,99,42,96,61,83,69,25,83,96,94,32,97,68,21,37,58,61,91,73,27,66,78,17,37,36,12,4,22,22,48,58,4,93,30,65,68,88,73,95,42,9,47,55,28,56,30,39,51,40,34,27,57,47,38,51,50,32,16,27,60,52,86,74,37,98,34,57,36,27,57,44,2,26,99,11,63,69,66,51,91,6,99,1,24,21,88,22,33
ANKRD58,99,78,56,85,23,39,15,5,42,66,2,71,67,56,97,38,89,79,23,97,82,27,79,45,44,66,18,77,43,13,6,30,85,43,87,30,69,9,40,3,40,66,32,88,82,96,33,35,1,59,94,22,50,95,90,60,86,10,7,20,62,44,8,55,18,17,54,29,57,58,10,54,4,13,27,66,49,15,89,91,4,48,42,79,53,28,61,45,74,60
ANKRD7,99,76,33,69,6,10,23,16,97,63,58,62,10,38,43,77,10,18,41,49,38,41,59,6,20,21,25,30,2,52,13,72,96,76,26,74,54,73,67,51,7,59,35,70,27,39,18,81,88,34,66,40,69,14,34,66,41,17,17,56,86,94,54,41,51,40,48,24,63,21,81,4,6,43,25,45,38,17,90,80,13,42,16,30,91,52,26,41,88,32
ANLN,34,60,46,12,18,28,96,19,7,40,41,70,44,99,77,79,29,1,72,14,73,96,14,59,51,3,18,27,94,40,11,97,87,30,77,78,8,64,80,76,21,21,31,56,36,83,6,90,55,65,35,18,36,62,88,66,74,19,25,80,74,19,92,3,6,21,71,86,26,27,89,2,53,25,97,39,65,93,50,69,72,38,32,15,3,81,12,12,27,13
ANO7,60,38,22,1,19,15,70,19,3,30,92,30,33,32,27,93,62,60,14,50,47,50,8,78,84,74,92,61,89,61,3,72,48,82,88,13,53,39,65,64,37,96,32,90,6,82,13,98,60,97,60,26,24,17,82,2,96,47,22,76,84,28,39,93,12,54,41,38,24,28,14,68,74,76,76,85,23,36,87,17,12,32,34,30,36,9,32,20,77,82
ANO9,11,4,34,51,35,33,17,37,55,53,89,69,14,17,87,37,10,95,59,39,31,47,35,70,10,97,91,27,98,38,25,45,1,39,68,96,31,61,1,63,51,6,44,23,55,89,21,70,20,4,92,80,29,70,5,67,88,90,47,75,42,64,65,59,41,79,33,16,39,1,8,8,57,12,42,94,13,20,48,7,1,16,39,75,30,17,23,97,97,15
ANP32C,36,68,62,37,53,67,79,74,15,23,38,45,16,97,19,75,90,56,95,1,79,83,8,89,25,28,23,61,59,42,85,38,23,55,27,71,19,66,80,31,54,6,15,48,43,91,3,69,42,28,72,73,67,50,6,5,23,67,28,22,74,47,82,94,92,59,99,29,17,33,12,6,21,67,52,11,4,90,93,86,13,38,43,73,18,87,41,4,93,49
ANXA2P1,7,67,52,89,73,30,66,16,21,83,74,58,44,97,78,46,36,77,20,99,14,42,30,36,54,37,60,29,77,46,21,89,98,38,97,23,26,4,39,3,14,36,18,2,53,56,74,96,99,87,28,10,47,98,48,31,48,72,36,5,97,28,46,17,52,69,71,7,11,26,79,51,56,47,93,79,24,56,47,59,32,72,21,41,85,22,35,48,6,97
ANXA2P3,75,39,94,2,30,6,50,95,37,27,18,43,86,26,37,4,55,8,61,90,70,59,18,91,7,66,35,14,96,11,17,46,89,5,75,92,6,38,19,87,79,59,27,39,16,25,88,77,2,35,95,23,50,20,86,29,13,40,57,21,60,11,35,33,6,89,49,66,9,19,13,46,97,3,34,5,62,28,62,68,37,45,71,5,37,61,26,79,42,10
APC2,79,34,2,20,67,32,68,20,93,7,76,40,40,38,46,78,27,28,23,1,67,15,50,69,85,68,98,81,69,47,42,64,17,11,73,17,13,43,75,51,59,42,35,71,38,44,4,40,11,14,81,81,4,22,53,81,9,24,88,92,63,58,65,46,86,77,72,24,69,70,83,39,78,99,30,84,78,16,65,61,14,65,71,23,96,92,60,18,82,54
APLN,97,27,70,85,23,82,37,39,62,28,52,21,8,27,98,94,98,22,22,56,10,12,16,13,79,67,58,96,67,73,33,44,31,59,66,74,58,55,25,69,90,56,40,87,94,74,40,21,52,81,25,49,86,57,14,74,13,8,16,56,19,40,89,95,93,46,60,55,62,39,21,10,24,25,81,31,12,32,67,73,16,34,9,45,93,90,57,96,66,99
APOBEC1,24,54,72,37,50,99,7,12,57,20,9,73,40,48,7,64,63,68,56,81,61,54,20,27,40,11,38,69,41,69,79,91,1,69,17,58,36,94,17,32,29,5,83,24,21,81,23,93,11,46,97,66,40,18,50,44,25,9,55,42,43,86,74,16,29,51,35,98,75,61,51,97,1,61,63,46,17,83,65,1,73,38,55,92,73,17,33,38,40,77
APOBEC3B,5,21,40,68,55,90,21,63,36,39,30,53,32,67,70,33,38,27,80,44,97,56,41,87,26,55,44,80,62,31,94,36,52,80,55,11,63,60,79,46,66,21,68,30,89,91,75,48,15,33,2,41,97,7,53,52,71,20,11,43,53,56,78,92,88,66,69,63,90,31,59,12,56,47,43,36,14,48,62,31,25,3,54,3,52,37,82,98,14,82
APOBEC3D,79,72,70,87,48,58,45,42,25,7,33,37,44,44,20,9,75,24,6,97,10,37,17,89,5,59,22,92,5,19,69,85,92,89,33,3,12,34,44,22,91,65,42,23,81,94,20,83,71,79,82,96,40,25,87,18,37,86,76,83,40,97,39,13,62,86,28,3,12,26,85,8,31,8,76,41,38,79,13,24,90,83,5,31,64,47,60,73,30,27
APOBEC3H,27,80,1,99,49,69,18,80,38,48,5,94,47,9,81,73,25,28,26,65,33,45,22,36,31,3,81,33,62,52,26,4,20,10,12,22,13,70,72,84,52,37,1,63,11,98,70,79,45,49,23,8,20,48,67,25,78,18,36,97,36,83,72,38,63,10,69,14,70,96,54,97,30,98,92,8,66,46,96,73,20,63,33,1,59,30,69,94,94,26
APOC2,88,46,22,22,28,64,7,87,7,2,26,91,96,72,88,50,80,82,38,17,94,25,7,77,97,50,80,62,59,28,36,77,60,82,93,82,28,61,57,10,1,78,94,99,8,81,65,59,86,82,55,69,84,64,6,42,36,37,31,80,41,61,40,16,71,77,81,6,10,19,76,22,68,35,65,81,84,36,52,78,47,48,23,65,71,74,12,25,19,63
AQP12A,75,94,14,40,39,82,54,90,61,45,58,2,18,87,95,19,93,57,90,2,36,66,40,46,67,61,61,9,8,71,2,79,80,38,37,72,70,22,64,55,98,82,7,97,88,64,62,34,81,12,31,96,82,82,70,74,84,46,79,82,60,73,14,31,35,73,51,50,82,62,48,72,76,76,6,71,94,30,31,54,60,1,7,55,75,37,78,61,1,70
AQP12B,43,32,30,61,38,53,23,63,25,63,65,6,91,54,2,19,72,5,48,58,12,52,8,78,39,40,30,66,57,65,57,92,77,82,25,36,72,95,26,25,24,97,36,59,21,29,85,80,91,71,75,16,69,95,53,5,61,44,58,41,56,63,3,95,31,40,9,38,47,69,30,21,12,11,51,12,85,2,57,55,90,14,29,38,30,23,51,88,97,40
ARGFX,13,4,74,24,1,27,62,80,49,53,92,93,6,52,80,34,45,41,87,19,4,58,16,80,42,26,93,45,15,62,60,31,8,64,2,31,43,5,59,85,12,51,3,65,3,41,54,66,71,49,90,8,30,60,27,98,49,37,5,33,72,68,12,51,70,60,61,96,92,2,88,98,87,42,23,82,62,9,14,32,55,93,28,94,94,22,50,43,58,94
ARGFXP2,16,10,29,66,80,54,86,25,76,29,57,50,74,83,86,59,97,85,45,23,71,98,6,27,53,37,83,60,49,25,90,94,53,28,78,49,95,56,48,68,7,91,83,17,62,63,21,11,43,75,63,93,77,28,27,89,37,15,69,67,55,30,90,9,13,40,85,46,56,6,55,34,76,2,98,73,92,78,33,62,93,92,1,64,72,2,9,14,82,2
ARHGAP11A,43,33,25,51,84,40,57,4,28,96,51,77,2,98,51,99,61,77,21,52,52,95,40,3,53,29,17,29,15,69,75,32,42,17,41,72,61,26,88,36,41,7,41,29,34,33,5,37,86,74,49,20,19,46,53,11,83,88,33,42,14,48,23,8,94,95,27,89,81,88,63,89,31,35,30,55,14,71,79,91,46,80,45,22,38,52,85,31,43,43
ARHGAP11B,78,73,8,72,10,61,96,69,53,32,74,60,22,61,53,61,19,53,62,52,54,4,84,80,77,85,92,27,90,98,6,70,9,99,66,10,6,96,29,24,31,36,95,4,87,38,74,15,27,79,77,33,47,44,72,77,68,5,35,52,79,71,12,18,77,59,57,72,29,96,24,65,45,78,28,2,5,79,34,91,58,58,87,77,46,14,42,17,29,13
ARHGAP33,92,38,72,83,71,92,78,60,33,45,87,8,52,31,18,87,91,48,82,29,7,66,75,27,77,18,53,36,99,68,62,39,59,86,60,30,86,89,5,91,44,61,98,47,32,94,79,20,47,38,83,15,44,89,3,52,47,91,9,87,16,52,32,47,62,78,51,11,17,42,73,94,25,66,67,97,76,31,66,59,35,12,38,71,67,95,1,64,34,72
ARHGAP36,6,93,12,96,25,44,87,7,23,74,80,72,94,16,42,2,5,48,37,93,41,59,48,7,82,24,9,51,10,16,11,82,31,58,81,45,56,4,23,90,29,77,99,23,47,38,90,85,44,18,3,28,93,2,53,7,33,78,92,19,53,53,73,68,45,42,52,36,65,17,32,92,50,84,36,69,64,26,41,76,15,81,57,50,75,2,41,55,7,91
ARHGAP8,87,8,26,22,90,77,73,98,39,84,38,63,57,63,40,64,23,74,61,74,54,69,22,70,56,6,11,6,79,90,97,22,95,5,96,82,9,28,44,91,7,58,36,76,16,59,11,29,89,28,2,40,92,52,26,70,90,24,80,58,80,6,72,87,15,8,83,8,92,88,12,20,41,27,18,14,17,10,67,40,56,70,76,80,26,47,75,54,92,59
ARHGDIG,64,58,15,48,43,50,67,3,19,35,42,90,77,99,9,3,23,11,50,56,91,77,79,8,25,51,30,55,65,67,80,71,50,67,90,31,45,3,90,10,93,61,50,70,25,66,95,86,52,23,43,58,64,18,25,20,48,95,89,44,88,74,45,42,35,50,65,72,76,81,49,8,42,11,89,26,16,11,22,12,69,80,91,6,12,54,18,59,44,76
ARID3B,62,2,36,22,27,66,55,45,55,3,3,83,60,44,28,93,45,70,60,15,11,34,5,15,63,42,55,39,51,45,9,77,36,32,15,74,36,45,65,85,73,22,27,55,65,86,16,39,97,62,72,89,8,90,6,93,52,10,68,77,96,97,20,67,99,41,85,26,44,24,35,84,23,58,20,52,63,88,94,60,29,20,31,20,59,72,2,83,62,78
ARL11,47,75,82,10,64,27,68,73,58,25,11,46,36,35,53,51,95,97,11,71,57,72,27,13,87,47,55,28,90,95,25,7,94,88,12,72,48,30,14,83,6,53,87,86,52,90,38,42,90,75,27,76,25,2,11,40,88,45,85,80,38,78,66,24,69,47,73,68,99,51,26,91,29,57,97,91,21,32,20,86,66,88,20,64,82,67,28,33,36,78
